iter	Logloss
212	0.07833941784
213	0.07823018214
214	0.07806189971
215	0.0779352538
216	0.07783059428
217	0.07766030574
218	0.07745919493
219	0.07716924588
220	0.07673132799
221	0.07648503605
222	0.07628158115
223	0.07603809247
224	0.07591728239
225	0.07581869361
226	0.0755572418
227	0.07543634298
228	0.07519065856
229	0.07466822708
230	0.07450337282
231	0.0743328921
232	0.07414406154
233	0.07404444719
234	0.07392583828
235	0.07377989971
236	0.07350410276
237	0.07339571093
238	0.07285350595
239	0.0727671015
240	0.07260388887
241	0.07250050202
242	0.07236022301
243	0.0722341553
244	0.07201783755
245	0.07189285327
246	0.07180736674
247	0.07166196906
248	0.07155327433
249	0.07146606328
250	0.0712924988
251	0.07119301641
252	0.07107837691
253	0.0709941859
254	0.07067793503
255	0.07050665053
256	0.07044900786
257	0.07028653071
258	0.07020227159
259	0.07006743707
260	0.06990573607
261	0.0697886935
262	0.06941168688
263	0.06929634671
264	0.06919615604
265	0.06906519498
266	0.06899234136
267	0.06893352848
268	0.06861822923
269	0.06851620901
270	0.0683663367
271	0.0682882565
272	0.06822011336
273	0.0681655173
274	0.06804457631
275	0.06792766681
276	0.06779424095
277	0.06763397085
278	0.06753416639
279	0.06743520038
280	0.06730397022
281	0.06719166669
282	0.06712504966
283	0.06694106565
284	0.06682575516
285	0.06667496193
286	0.06657747534
287	0.0662667087
288	0.06610956992
289	0.06600855489
290	0.06590989579
291	0.06578113044
292	0.06568136929
293	0.06555129308
294	0.06546396461
295	0.06536932645
296	0.06528538512
297	0.06519164381
298	0.06511031097
299	0.06497660226
300	0.06490345785
301	0.06483082417
302	0.06471041054
303	0.06461728697
304	0.06453247767
305	0.06430629574
306	0.06421714727
307	0.06392469227
308	0.06385177351
309	0.06374652833
310	0.0636159375
311	0.0635143895
312	0.06329432083
313	0.06320480739
314	0.06309486852
315	0.06303411551
316	0.06299147342
317	0.062908465
318	0.06278440452
319	0.06271758056
320	0.06263027721
321	0.06252859406
322	0.06244663368
323	0.06235116944
324	0.06224180428
325	0.06216738234
326	0.06213290923
327	0.06193503522
328	0.06181538506
329	0.06165280052
330	0.06154163717
331	0.06147059777
332	0.06141137479
333	0.06134954758
334	0.06127695851
335	0.06123439122
336	0.06115110427
337	0.0609528715
338	0.06075130017
339	0.06068388126
340	0.06061230608
341	0.06054898323
342	0.06045147495
343	0.06026010643
344	0.06018263532
345	0.05972789575
346	0.05952257627
347	0.05943329249
348	0.05932255728
349	0.05921403259
350	0.05913870126
351	0.05902489412
352	0.05896404891
353	0.05890285872
354	0.05874723081
355	0.05869597108
356	0.05864301594
357	0.05854539836
358	0.05842481497
359	0.05837653104
360	0.05831227866
361	0.05825488126
362	0.05817309015
363	0.05776667597
364	0.05768179565
365	0.05764505393
366	0.0575371054
367	0.05734104456
368	0.05722092923
369	0.05711502839
370	0.05705975806
371	0.05698556701
372	0.0569291924
373	0.0568479056
374	0.05670695707
375	0.0566508669
376	0.05657496321
377	0.05654176144
378	0.05639719089
379	0.05634019463
380	0.05627288197
381	0.05615391763
382	0.05611017632
383	0.05598291923
384	0.05593956174
385	0.05588226243
386	0.05580138626
387	0.05569588136
388	0.05560256102
389	0.05553822787
390	0.05544223443
391	0.05534423585
392	0.05528093087
393	0.05524558054
394	0.05519771228
395	0.05512749171
396	0.05507230697
397	0.0550096059
398	0.05496693205
399	0.05487431685
400	0.05474871219
401	0.05471304338
402	0.05465387479
403	0.05459313721
404	0.0544892661
405	0.05444786791
406	0.05438524286
407	0.05435178975
408	0.05429901393
409	0.05426106379
410	0.05423364524
411	0.05419039513
412	0.05412929342
413	0.05404031623
414	0.05393837203
415	0.05389576775
416	0.05364548572
417	0.05356359178
418	0.0535218903
419	0.05349133438
420	0.0534449914
421	0.05340020155
422	0.05336322393
423	0.05332787097
424	0.05327310041
425	0.05319366487
426	0.05314929763
427	0.05309870634
428	0.05303321741
429	0.05297644752
430	0.05288737697
431	0.05283756985
432	0.05274835445
433	0.05266673315
434	0.05257879631
435	0.05251147316
436	0.05246583171
437	0.05242846282
438	0.05237688085
439	0.05234148866
440	0.05226494318
441	0.0521644882
442	0.05211243244
443	0.05194890378
444	0.05187786411
445	0.05182059668
446	0.05177881522
447	0.05171361499
448	0.05163749834
449	0.0515945378
450	0.05155304969
451	0.05147203051
452	0.05139996147
453	0.05135439358
454	0.05131972256
455	0.0512734338
456	0.05122550793
457	0.05116897215
458	0.05112072325
459	0.05107026048
460	0.05097175112
461	0.05093655388
462	0.05089696694
463	0.05085508114
464	0.05075039062
465	0.05069808767
466	0.05064324132
467	0.05060759086
468	0.05054660462
469	0.05051040143
470	0.05048061776
471	0.05042678446
472	0.05038112418
473	0.05034414721
474	0.05026042444
475	0.05005624974
476	0.05001254775
477	0.04995923603
478	0.04990198613
479	0.04986010309
480	0.04970530014
481	0.04965596503
482	0.04962224504
483	0.04959791032
484	0.04934780366
485	0.0492426673
486	0.04906356992
487	0.04896714676
488	0.0489205401
489	0.04884519826
490	0.04875318077
491	0.0487138979
492	0.04868194297
493	0.04864307149
494	0.04861027464
495	0.04853771383
496	0.04849395277
497	0.04843965176
498	0.04840259189
499	0.04833418139
500	0.04828852345
501	0.04824546073
502	0.0481408039
503	0.04810654834
504	0.04807881923
505	0.04804258613
506	0.04801280767
507	0.04797118337
508	0.04789962802
509	0.04785268524
510	0.04781227584
511	0.04775322922
512	0.04769513963
513	0.04763473449
514	0.04758096551
515	0.04754842224
516	0.04751385459
517	0.04749183912
518	0.04746141421
519	0.04740740293
520	0.04733427285
521	0.04726539682
522	0.0472049423
523	0.04716192811
524	0.04707196709
525	0.04702447807
526	0.04694245162
527	0.04690639704
528	0.04686866051
529	0.04683215941
530	0.04676810895
531	0.04671907036
532	0.04667221074
533	0.04663972495
534	0.04662561634
535	0.04660037982
536	0.04657206434
537	0.04653084548
538	0.04649325361
539	0.04643095727
540	0.04638350338
541	0.0463355233
542	0.04627882595
543	0.04624653865
544	0.04619402287
545	0.04612246792
546	0.04607741882
547	0.0460267357
548	0.04600094927
549	0.04594662836
550	0.04592554966
551	0.04589027617
552	0.04582442449
553	0.04578235473
554	0.045754186
555	0.04569432677
556	0.04561697722
557	0.04559851577
558	0.0455557374
559	0.04547305094
560	0.04545694712
561	0.04541951889
562	0.0453951674
563	0.04533173031
564	0.04529421559
565	0.04526626281
566	0.04521824397
567	0.04518592083
568	0.04515658985
569	0.04507924938
570	0.04504404774
571	0.04500882981
572	0.04499870136
573	0.04495294309
574	0.04491189105
575	0.04489341405
576	0.04483686378
577	0.04480261324
578	0.04478308616
579	0.04474825627
580	0.04471436819
581	0.04468958934
582	0.04466751378
583	0.04464349124
584	0.04458816935
585	0.04457250969
586	0.04451467777
587	0.04446845708
588	0.04443100915
589	0.04439238221
590	0.04435456873
591	0.04431979483
592	0.04426866944
593	0.04423516382
594	0.04416766918
595	0.04411739881
596	0.04408778931
597	0.04406328035
598	0.04402865834
599	0.04399067815
600	0.04396486978
601	0.04389892807
602	0.04385360066
603	0.0437889299
604	0.04372633881
605	0.04366591646
606	0.04363225637
607	0.04359151944
608	0.04355874915
609	0.04353238955
610	0.04350153843
611	0.04348041149
612	0.0434401279
613	0.04340098952
614	0.0433537347
615	0.04325931728
616	0.04322609945
617	0.04320533182
618	0.0431728459
619	0.04313056161
620	0.04305986013
621	0.04302722979
622	0.04299968677
623	0.04297408276
624	0.04295579205
625	0.04292326729
626	0.04288279745
627	0.04285826545
628	0.04281942774
629	0.04278949916
630	0.04275827211
631	0.0427370314
632	0.04265415486
633	0.04260796418
634	0.04258361049
635	0.04254388115
636	0.04249219598
637	0.04245064078
638	0.04241839517
639	0.04238937991
640	0.04235673216
641	0.0423389721
642	0.0423120761
643	0.04226839197
644	0.04224718939
645	0.04221879231
646	0.04213390615
647	0.04210496033
648	0.04208152151
649	0.04200875229
650	0.04198640331
651	0.04195012063
652	0.04192556332
653	0.04190252174
654	0.04187236946
655	0.04185202022
656	0.04182519833
657	0.04180241453
658	0.04177610325
659	0.04175262941
660	0.04173239098
661	0.04169736882
662	0.04163106415
663	0.04160557154
664	0.04157055114
665	0.04153628137
666	0.04149897235
667	0.04146665206
668	0.04143914327
669	0.04141177559
670	0.04136426036
671	0.04133186117
672	0.04129937656
673	0.04125968042
674	0.04122886054
675	0.04118348486
676	0.04113947671
677	0.04111497064
678	0.04106572967
679	0.0410300742
680	0.04098327119
681	0.04095937516
682	0.04094560966
683	0.04091589386
684	0.04089758832
685	0.04087695272
686	0.04084272888
687	0.04082097059
688	0.04077019796
689	0.04073128792
690	0.04069593437
691	0.04068226373
692	0.04062856421
693	0.0405835984
694	0.04055869108
695	0.04050439434
696	0.0404760319
697	0.04045095732
698	0.04043202352
699	0.04037934207
700	0.04034766574
701	0.04031032125
702	0.0402788726
703	0.04020308284
704	0.04017763873
705	0.04016091952
706	0.04010159036
707	0.04007209106
708	0.04003892242
709	0.04000299019
710	0.03998199902
711	0.03996128095
712	0.03994247715
713	0.03992669962
714	0.03987255518
715	0.03985467752
716	0.03976898839
717	0.03974456332
718	0.03971882631
719	0.03969523313
720	0.03967197834
721	0.03964456043
722	0.03960491919
723	0.03957735204
724	0.0395490748
725	0.03952272962
726	0.03949862589
727	0.03948094761
728	0.03946544917
729	0.03944136155
730	0.03941157113
731	0.03938911442
732	0.03935885782
733	0.03933961872
734	0.03930975243
735	0.03929110707
736	0.03926961058
737	0.03925204232
738	0.03923363996
739	0.0391993896
740	0.03917911791
741	0.03915452729
742	0.0391305527
743	0.03910630331
744	0.03907627686
745	0.03905704975
746	0.03903886162
747	0.03901375953
748	0.03898679704
749	0.03895425098
750	0.0389354888
751	0.03888767827
752	0.03886383283
753	0.03882755247
754	0.03880786893
755	0.03878564832
756	0.03876022562
757	0.03874297709
758	0.03871684224
759	0.03870113979
760	0.03867781952
761	0.03864344233
762	0.03858577074
763	0.03856948138
764	0.0385393502
765	0.0385023023
766	0.03846531509
767	0.03845206318
768	0.0384363137
769	0.03841321322
770	0.03838926721
771	0.03833462935
772	0.03829133342
773	0.03827561716
774	0.03824960514
775	0.03823717887
776	0.03822554281
777	0.03819951466
778	0.03817064041
779	0.03814162939
780	0.03808612629
781	0.03807176926
782	0.03804817295
783	0.03801823816
784	0.03798056836
785	0.03794598802
786	0.03790890766
787	0.03789454884
788	0.03788050949
789	0.03785473365
790	0.03781598537
791	0.03776226344
792	0.03771053904
793	0.03767979533
794	0.0376566574
795	0.03764340219
796	0.03762797513
797	0.03760307371
798	0.03759158528
799	0.0375690654
